codepoint;char;quotableStartChar;quotableChar
19066;䩺;0;0
19067;䩻;0;0
19068;䩼;0;0
19069;䩽;0;0
19070;䩾;0;0
19071;䩿;0;0
19072;䪀;0;0
19073;䪁;0;0
19074;䪂;0;0
19075;䪃;0;0
19076;䪄;0;0
19077;䪅;0;0
19078;䪆;0;0
19079;䪇;0;0
19080;䪈;0;0
19081;䪉;0;0
19082;䪊;0;0
19083;䪋;0;0
19084;䪌;0;0
19085;䪍;0;0
19086;䪎;0;0
19087;䪏;0;0
19088;䪐;0;0
19089;䪑;0;0
19090;䪒;0;0
19091;䪓;0;0
19092;䪔;0;0
19093;䪕;0;0
19094;䪖;0;0
19095;䪗;0;0
19096;䪘;0;0
19097;䪙;0;0
19098;䪚;0;0
19099;䪛;0;0
19100;䪜;0;0
19101;䪝;0;0
19102;䪞;0;0
19103;䪟;0;0
19104;䪠;0;0
19105;䪡;0;0
19106;䪢;0;0
19107;䪣;0;0
19108;䪤;0;0
19109;䪥;0;0
19110;䪦;0;0
19111;䪧;0;0
19112;䪨;0;0
19113;䪩;0;0
19114;䪪;0;0
19115;䪫;0;0
19116;䪬;0;0
19117;䪭;0;0
19118;䪮;0;0
19119;䪯;0;0
19120;䪰;0;0
19121;䪱;0;0
19122;䪲;0;0
19123;䪳;0;0
19124;䪴;0;0
19125;䪵;0;0
19126;䪶;0;0
19127;䪷;0;0
19128;䪸;0;0
19129;䪹;0;0
19130;䪺;0;0
19131;䪻;0;0
19132;䪼;0;0
19133;䪽;0;0
19134;䪾;0;0
19135;䪿;0;0
19136;䫀;0;0
19137;䫁;0;0
19138;䫂;0;0
19139;䫃;0;0
19140;䫄;0;0
19141;䫅;0;0
19142;䫆;0;0
19143;䫇;0;0
19144;䫈;0;0
19145;䫉;0;0
19146;䫊;0;0
19147;䫋;0;0
19148;䫌;0;0
19149;䫍;0;0
19150;䫎;0;0
19151;䫏;0;0
19152;䫐;0;0
19153;䫑;0;0
19154;䫒;0;0
19155;䫓;0;0
19156;䫔;0;0
19157;䫕;0;0
19158;䫖;0;0
19159;䫗;0;0
19160;䫘;0;0
19161;䫙;0;0
19162;䫚;0;0
19163;䫛;0;0
19164;䫜;0;0
19165;䫝;0;0
19166;䫞;0;0
19167;䫟;0;0
19168;䫠;0;0
19169;䫡;0;0
19170;䫢;0;0
19171;䫣;0;0
19172;䫤;0;0
19173;䫥;0;0
19174;䫦;0;0
19175;䫧;0;0
19176;䫨;0;0
19177;䫩;0;0
19178;䫪;0;0
19179;䫫;0;0
19180;䫬;0;0
19181;䫭;0;0
19182;䫮;0;0
19183;䫯;0;0
19184;䫰;0;0
19185;䫱;0;0
19186;䫲;0;0
19187;䫳;0;0
19188;䫴;0;0
19189;䫵;0;0
19190;䫶;0;0
19191;䫷;0;0
19192;䫸;0;0
19193;䫹;0;0
19194;䫺;0;0
19195;䫻;0;0
19196;䫼;0;0
19197;䫽;0;0
19198;䫾;0;0
19199;䫿;0;0
19200;䬀;0;0
19201;䬁;0;0
19202;䬂;0;0
19203;䬃;0;0
19204;䬄;0;0
19205;䬅;0;0
19206;䬆;0;0
19207;䬇;0;0
19208;䬈;0;0
19209;䬉;0;0
19210;䬊;0;0
19211;䬋;0;0
19212;䬌;0;0
19213;䬍;0;0
19214;䬎;0;0
19215;䬏;0;0
19216;䬐;0;0
19217;䬑;0;0
19218;䬒;0;0
19219;䬓;0;0
19220;䬔;0;0
19221;䬕;0;0
19222;䬖;0;0
19223;䬗;0;0
19224;䬘;0;0
19225;䬙;0;0
19226;䬚;0;0
19227;䬛;0;0
19228;䬜;0;0
19229;䬝;0;0
19230;䬞;0;0
19231;䬟;0;0
19232;䬠;0;0
19233;䬡;0;0
19234;䬢;0;0
19235;䬣;0;0
19236;䬤;0;0
19237;䬥;0;0
19238;䬦;0;0
19239;䬧;0;0
19240;䬨;0;0
19241;䬩;0;0
19242;䬪;0;0
19243;䬫;0;0
19244;䬬;0;0
19245;䬭;0;0
19246;䬮;0;0
19247;䬯;0;0
19248;䬰;0;0
19249;䬱;0;0
19250;䬲;0;0
19251;䬳;0;0
19252;䬴;0;0
19253;䬵;0;0
19254;䬶;0;0
19255;䬷;0;0
19256;䬸;0;0
19257;䬹;0;0
19258;䬺;0;0
19259;䬻;0;0
19260;䬼;0;0
19261;䬽;0;0
19262;䬾;0;0
19263;䬿;0;0
19264;䭀;0;0
19265;䭁;0;0
19266;䭂;0;0
19267;䭃;0;0
19268;䭄;0;0
19269;䭅;0;0
19270;䭆;0;0
19271;䭇;0;0
19272;䭈;0;0
19273;䭉;0;0
19274;䭊;0;0
19275;䭋;0;0
19276;䭌;0;0
19277;䭍;0;0
19278;䭎;0;0
19279;䭏;0;0
19280;䭐;0;0
19281;䭑;0;0
19282;䭒;0;0
19283;䭓;0;0
19284;䭔;0;0
19285;䭕;0;0
19286;䭖;0;0
19287;䭗;0;0
19288;䭘;0;0
19289;䭙;0;0
19290;䭚;0;0
19291;䭛;0;0
19292;䭜;0;0
19293;䭝;0;0
19294;䭞;0;0
19295;䭟;0;0
19296;䭠;0;0
19297;䭡;0;0
19298;䭢;0;0
19299;䭣;0;0
19300;䭤;0;0
19301;䭥;0;0
19302;䭦;0;0
19303;䭧;0;0
19304;䭨;0;0
19305;䭩;0;0
19306;䭪;0;0
19307;䭫;0;0
19308;䭬;0;0
19309;䭭;0;0
19310;䭮;0;0
19311;䭯;0;0
19312;䭰;0;0
19313;䭱;0;0
19314;䭲;0;0
19315;䭳;0;0
19316;䭴;0;0
19317;䭵;0;0
19318;䭶;0;0
19319;䭷;0;0
19320;䭸;0;0
19321;䭹;0;0
19322;䭺;0;0
19323;䭻;0;0
19324;䭼;0;0
19325;䭽;0;0
19326;䭾;0;0
19327;䭿;0;0
19328;䮀;0;0
19329;䮁;0;0
19330;䮂;0;0
19331;䮃;0;0
19332;䮄;0;0
19333;䮅;0;0
19334;䮆;0;0
19335;䮇;0;0
19336;䮈;0;0
19337;䮉;0;0
19338;䮊;0;0
19339;䮋;0;0
19340;䮌;0;0
19341;䮍;0;0
19342;䮎;0;0
19343;䮏;0;0
19344;䮐;0;0
19345;䮑;0;0
19346;䮒;0;0
19347;䮓;0;0
19348;䮔;0;0
19349;䮕;0;0
19350;䮖;0;0
19351;䮗;0;0
19352;䮘;0;0
19353;䮙;0;0
19354;䮚;0;0
19355;䮛;0;0
19356;䮜;0;0
19357;䮝;0;0
19358;䮞;0;0
19359;䮟;0;0
19360;䮠;0;0
19361;䮡;0;0
19362;䮢;0;0
19363;䮣;0;0
19364;䮤;0;0
19365;䮥;0;0
19366;䮦;0;0
19367;䮧;0;0
19368;䮨;0;0
19369;䮩;0;0
19370;䮪;0;0
19371;䮫;0;0
19372;䮬;0;0
19373;䮭;0;0
19374;䮮;0;0
19375;䮯;0;0
19376;䮰;0;0
19377;䮱;0;0
19378;䮲;0;0
19379;䮳;0;0
19380;䮴;0;0
19381;䮵;0;0
19382;䮶;0;0
19383;䮷;0;0
19384;䮸;0;0
19385;䮹;0;0
19386;䮺;0;0
19387;䮻;0;0
19388;䮼;0;0
19389;䮽;0;0
19390;䮾;0;0
19391;䮿;0;0
19392;䯀;0;0
19393;䯁;0;0
19394;䯂;0;0
19395;䯃;0;0
19396;䯄;0;0
19397;䯅;0;0
19398;䯆;0;0
19399;䯇;0;0
19400;䯈;0;0
19401;䯉;0;0
19402;䯊;0;0
19403;䯋;0;0
19404;䯌;0;0
19405;䯍;0;0
19406;䯎;0;0
19407;䯏;0;0
19408;䯐;0;0
19409;䯑;0;0
19410;䯒;0;0
19411;䯓;0;0
19412;䯔;0;0
19413;䯕;0;0
19414;䯖;0;0
19415;䯗;0;0
19416;䯘;0;0
19417;䯙;0;0
19418;䯚;0;0
19419;䯛;0;0
19420;䯜;0;0
19421;䯝;0;0
19422;䯞;0;0
19423;䯟;0;0
19424;䯠;0;0
19425;䯡;0;0
19426;䯢;0;0
19427;䯣;0;0
19428;䯤;0;0
19429;䯥;0;0
19430;䯦;0;0
19431;䯧;0;0
19432;䯨;0;0
19433;䯩;0;0
19434;䯪;0;0
19435;䯫;0;0
19436;䯬;0;0
19437;䯭;0;0
19438;䯮;0;0
19439;䯯;0;0
19440;䯰;0;0
19441;䯱;0;0
19442;䯲;0;0
19443;䯳;0;0
19444;䯴;0;0
19445;䯵;0;0
19446;䯶;0;0
19447;䯷;0;0
19448;䯸;0;0
19449;䯹;0;0
19450;䯺;0;0
19451;䯻;0;0
19452;䯼;0;0
19453;䯽;0;0
19454;䯾;0;0
19455;䯿;0;0
19456;䰀;0;0
19457;䰁;0;0
19458;䰂;0;0
19459;䰃;0;0
19460;䰄;0;0
19461;䰅;0;0
19462;䰆;0;0
19463;䰇;0;0
19464;䰈;0;0
19465;䰉;0;0
19466;䰊;0;0
19467;䰋;0;0
19468;䰌;0;0
19469;䰍;0;0
19470;䰎;0;0
19471;䰏;0;0
19472;䰐;0;0
19473;䰑;0;0
19474;䰒;0;0
19475;䰓;0;0
19476;䰔;0;0
19477;䰕;0;0
19478;䰖;0;0
19479;䰗;0;0
19480;䰘;0;0
19481;䰙;0;0
19482;䰚;0;0
19483;䰛;0;0
19484;䰜;0;0
19485;䰝;0;0
19486;䰞;0;0
19487;䰟;0;0
19488;䰠;0;0
19489;䰡;0;0
19490;䰢;0;0
19491;䰣;0;0
19492;䰤;0;0
19493;䰥;0;0
19494;䰦;0;0
19495;䰧;0;0
19496;䰨;0;0
19497;䰩;0;0
19498;䰪;0;0
19499;䰫;0;0
19500;䰬;0;0
19501;䰭;0;0
19502;䰮;0;0
19503;䰯;0;0
19504;䰰;0;0
19505;䰱;0;0
19506;䰲;0;0
19507;䰳;0;0
19508;䰴;0;0
19509;䰵;0;0
19510;䰶;0;0
19511;䰷;0;0
19512;䰸;0;0
19513;䰹;0;0
19514;䰺;0;0
19515;䰻;0;0
19516;䰼;0;0
19517;䰽;0;0
19518;䰾;0;0
19519;䰿;0;0
19520;䱀;0;0
19521;䱁;0;0
19522;䱂;0;0
19523;䱃;0;0
19524;䱄;0;0
19525;䱅;0;0
19526;䱆;0;0
19527;䱇;0;0
19528;䱈;0;0
19529;䱉;0;0
19530;䱊;0;0
19531;䱋;0;0
19532;䱌;0;0
19533;䱍;0;0
19534;䱎;0;0
19535;䱏;0;0
19536;䱐;0;0
19537;䱑;0;0
19538;䱒;0;0
19539;䱓;0;0
19540;䱔;0;0
19541;䱕;0;0
19542;䱖;0;0
19543;䱗;0;0
19544;䱘;0;0
19545;䱙;0;0
19546;䱚;0;0
19547;䱛;0;0
19548;䱜;0;0
19549;䱝;0;0
19550;䱞;0;0
19551;䱟;0;0
19552;䱠;0;0
19553;䱡;0;0
19554;䱢;0;0
19555;䱣;0;0
19556;䱤;0;0
19557;䱥;0;0
19558;䱦;0;0
19559;䱧;0;0
19560;䱨;0;0
19561;䱩;0;0
19562;䱪;0;0
19563;䱫;0;0
19564;䱬;0;0
19565;䱭;0;0
19566;䱮;0;0
19567;䱯;0;0
19568;䱰;0;0
19569;䱱;0;0
19570;䱲;0;0
19571;䱳;0;0
19572;䱴;0;0
19573;䱵;0;0
19574;䱶;0;0
19575;䱷;0;0
19576;䱸;0;0
19577;䱹;0;0
19578;䱺;0;0
19579;䱻;0;0
19580;䱼;0;0
19581;䱽;0;0
19582;䱾;0;0
19583;䱿;0;0
19584;䲀;0;0
19585;䲁;0;0
19586;䲂;0;0
19587;䲃;0;0
19588;䲄;0;0
19589;䲅;0;0
19590;䲆;0;0
19591;䲇;0;0
19592;䲈;0;0
19593;䲉;0;0
19594;䲊;0;0
19595;䲋;0;0
19596;䲌;0;0
19597;䲍;0;0
19598;䲎;0;0
19599;䲏;0;0
19600;䲐;0;0
19601;䲑;0;0
19602;䲒;0;0
19603;䲓;0;0
19604;䲔;0;0
19605;䲕;0;0
19606;䲖;0;0
19607;䲗;0;0
19608;䲘;0;0
19609;䲙;0;0
19610;䲚;0;0
19611;䲛;0;0
19612;䲜;0;0
19613;䲝;0;0
19614;䲞;0;0
19615;䲟;0;0
19616;䲠;0;0
19617;䲡;0;0
19618;䲢;0;0
19619;䲣;0;0
19620;䲤;0;0
19621;䲥;0;0
19622;䲦;0;0
19623;䲧;0;0
19624;䲨;0;0
19625;䲩;0;0
19626;䲪;0;0
19627;䲫;0;0
19628;䲬;0;0
19629;䲭;0;0
19630;䲮;0;0
19631;䲯;0;0
19632;䲰;0;0
19633;䲱;0;0
19634;䲲;0;0
19635;䲳;0;0
19636;䲴;0;0
19637;䲵;0;0
19638;䲶;0;0
19639;䲷;0;0
19640;䲸;0;0
19641;䲹;0;0
19642;䲺;0;0
19643;䲻;0;0
19644;䲼;0;0
19645;䲽;0;0
19646;䲾;0;0
19647;䲿;0;0
19648;䳀;0;0
19649;䳁;0;0
19650;䳂;0;0
19651;䳃;0;0
19652;䳄;0;0
19653;䳅;0;0
19654;䳆;0;0
19655;䳇;0;0
19656;䳈;0;0
19657;䳉;0;0
19658;䳊;0;0
19659;䳋;0;0
19660;䳌;0;0
19661;䳍;0;0
19662;䳎;0;0
19663;䳏;0;0
19664;䳐;0;0
19665;䳑;0;0
19666;䳒;0;0
19667;䳓;0;0
19668;䳔;0;0
19669;䳕;0;0
19670;䳖;0;0
19671;䳗;0;0
19672;䳘;0;0
19673;䳙;0;0
19674;䳚;0;0
19675;䳛;0;0
19676;䳜;0;0
19677;䳝;0;0
19678;䳞;0;0
19679;䳟;0;0
19680;䳠;0;0
19681;䳡;0;0
19682;䳢;0;0
19683;䳣;0;0
19684;䳤;0;0
19685;䳥;0;0
19686;䳦;0;0
19687;䳧;0;0
19688;䳨;0;0
19689;䳩;0;0
19690;䳪;0;0
19691;䳫;0;0
19692;䳬;0;0
19693;䳭;0;0
19694;䳮;0;0
19695;䳯;0;0
19696;䳰;0;0
19697;䳱;0;0
19698;䳲;0;0
19699;䳳;0;0
19700;䳴;0;0
19701;䳵;0;0
19702;䳶;0;0
19703;䳷;0;0
19704;䳸;0;0
19705;䳹;0;0
19706;䳺;0;0
19707;䳻;0;0
19708;䳼;0;0
19709;䳽;0;0
19710;䳾;0;0
19711;䳿;0;0
19712;䴀;0;0
19713;䴁;0;0
19714;䴂;0;0
19715;䴃;0;0
19716;䴄;0;0
19717;䴅;0;0
19718;䴆;0;0
19719;䴇;0;0
19720;䴈;0;0
19721;䴉;0;0
19722;䴊;0;0
19723;䴋;0;0
19724;䴌;0;0
19725;䴍;0;0
19726;䴎;0;0
19727;䴏;0;0
19728;䴐;0;0
19729;䴑;0;0
19730;䴒;0;0
19731;䴓;0;0
19732;䴔;0;0
19733;䴕;0;0
19734;䴖;0;0
19735;䴗;0;0
19736;䴘;0;0
19737;䴙;0;0
19738;䴚;0;0
19739;䴛;0;0
19740;䴜;0;0
19741;䴝;0;0
19742;䴞;0;0
19743;䴟;0;0
19744;䴠;0;0
19745;䴡;0;0
19746;䴢;0;0
19747;䴣;0;0
19748;䴤;0;0
19749;䴥;0;0
19750;䴦;0;0
19751;䴧;0;0
19752;䴨;0;0
19753;䴩;0;0
19754;䴪;0;0
19755;䴫;0;0
19756;䴬;0;0
19757;䴭;0;0
19758;䴮;0;0
19759;䴯;0;0
19760;䴰;0;0
19761;䴱;0;0
19762;䴲;0;0
19763;䴳;0;0
19764;䴴;0;0
19765;䴵;0;0
19766;䴶;0;0
19767;䴷;0;0
19768;䴸;0;0
19769;䴹;0;0
19770;䴺;0;0
19771;䴻;0;0
19772;䴼;0;0
19773;䴽;0;0
19774;䴾;0;0
19775;䴿;0;0
19776;䵀;0;0
19777;䵁;0;0
19778;䵂;0;0
19779;䵃;0;0
19780;䵄;0;0
19781;䵅;0;0
19782;䵆;0;0
19783;䵇;0;0
19784;䵈;0;0
19785;䵉;0;0
19786;䵊;0;0
19787;䵋;0;0
19788;䵌;0;0
19789;䵍;0;0
19790;䵎;0;0
19791;䵏;0;0
19792;䵐;0;0
19793;䵑;0;0
19794;䵒;0;0
19795;䵓;0;0
19796;䵔;0;0
19797;䵕;0;0
19798;䵖;0;0
19799;䵗;0;0
19800;䵘;0;0
19801;䵙;0;0
19802;䵚;0;0
19803;䵛;0;0
19804;䵜;0;0
19805;䵝;0;0
19806;䵞;0;0
19807;䵟;0;0
19808;䵠;0;0
19809;䵡;0;0
19810;䵢;0;0
19811;䵣;0;0
19812;䵤;0;0
19813;䵥;0;0
19814;䵦;0;0
19815;䵧;0;0
19816;䵨;0;0
19817;䵩;0;0
19818;䵪;0;0
19819;䵫;0;0
19820;䵬;0;0
19821;䵭;0;0
19822;䵮;0;0
19823;䵯;0;0
19824;䵰;0;0
19825;䵱;0;0
19826;䵲;0;0
19827;䵳;0;0
19828;䵴;0;0
19829;䵵;0;0
19830;䵶;0;0
19831;䵷;0;0
19832;䵸;0;0
19833;䵹;0;0
19834;䵺;0;0
19835;䵻;0;0
19836;䵼;0;0
19837;䵽;0;0
19838;䵾;0;0
19839;䵿;0;0
19840;䶀;0;0
19841;䶁;0;0
19842;䶂;0;0
19843;䶃;0;0
19844;䶄;0;0
19845;䶅;0;0
19846;䶆;0;0
19847;䶇;0;0
19848;䶈;0;0
19849;䶉;0;0
19850;䶊;0;0
19851;䶋;0;0
19852;䶌;0;0
19853;䶍;0;0
19854;䶎;0;0
19855;䶏;0;0
19856;䶐;0;0
19857;䶑;0;0
19858;䶒;0;0
19859;䶓;0;0
19860;䶔;0;0
19861;䶕;0;0
19862;䶖;0;0
19863;䶗;0;0
19864;䶘;0;0
19865;䶙;0;0
19866;䶚;0;0
19867;䶛;0;0
19868;䶜;0;0
19869;䶝;0;0
19870;䶞;0;0
19871;䶟;0;0
19872;䶠;0;0
19873;䶡;0;0
19874;䶢;0;0
19875;䶣;0;0
19876;䶤;0;0
19877;䶥;0;0
19878;䶦;0;0
19879;䶧;0;0
19880;䶨;0;0
19881;䶩;0;0
19882;䶪;0;0
19883;䶫;0;0
19884;䶬;0;0
19885;䶭;0;0
19886;䶮;0;0
19887;䶯;0;0
19888;䶰;0;0
19889;䶱;0;0
19890;䶲;0;0
19891;䶳;0;0
19892;䶴;0;0
19893;䶵;0;0
19894;䶶;1;1
19895;䶷;1;1
19896;䶸;1;1
19897;䶹;1;1
19898;䶺;1;1
19899;䶻;1;1
19900;䶼;1;1
19901;䶽;1;1
19902;䶾;1;1
19903;䶿;1;1
19904;䷀;1;0
19905;䷁;1;0
19906;䷂;1;0
19907;䷃;1;0
19908;䷄;1;0
19909;䷅;1;0
19910;䷆;1;0
19911;䷇;1;0
19912;䷈;1;0
19913;䷉;1;0
19914;䷊;1;0
19915;䷋;1;0
19916;䷌;1;0
19917;䷍;1;0
19918;䷎;1;0
19919;䷏;1;0
19920;䷐;1;0
19921;䷑;1;0
19922;䷒;1;0
19923;䷓;1;0
19924;䷔;1;0
19925;䷕;1;0
19926;䷖;1;0
19927;䷗;1;0
19928;䷘;1;0
19929;䷙;1;0
19930;䷚;1;0
19931;䷛;1;0
19932;䷜;1;0
19933;䷝;1;0
19934;䷞;1;0
19935;䷟;1;0
19936;䷠;1;0
19937;䷡;1;0
19938;䷢;1;0
19939;䷣;1;0
19940;䷤;1;0
19941;䷥;1;0
19942;䷦;1;0
19943;䷧;1;0
19944;䷨;1;0
19945;䷩;1;0
19946;䷪;1;0
19947;䷫;1;0
19948;䷬;1;0
19949;䷭;1;0
19950;䷮;1;0
19951;䷯;1;0
19952;䷰;1;0
19953;䷱;1;0
19954;䷲;1;0
19955;䷳;1;0
19956;䷴;1;0
19957;䷵;1;0
19958;䷶;1;0
19959;䷷;1;0
19960;䷸;1;0
19961;䷹;1;0
19962;䷺;1;0
19963;䷻;1;0
19964;䷼;1;0
19965;䷽;1;0
19966;䷾;1;0
19967;䷿;1;0
19968;一;0;0
19969;丁;0;0
19970;丂;0;0
19971;七;0;0
19972;丄;0;0
19973;丅;0;0
19974;丆;0;0
19975;万;0;0
19976;丈;0;0
19977;三;0;0
19978;上;0;0
19979;下;0;0
19980;丌;0;0
19981;不;0;0
19982;与;0;0
19983;丏;0;0
19984;丐;0;0
19985;丑;0;0
19986;丒;0;0
19987;专;0;0
19988;且;0;0
19989;丕;0;0
19990;世;0;0
19991;丗;0;0
19992;丘;0;0
19993;丙;0;0
19994;业;0;0
19995;丛;0;0
19996;东;0;0
19997;丝;0;0
19998;丞;0;0
19999;丟;0;0
20000;丠;0;0
20001;両;0;0
20002;丢;0;0
20003;丣;0;0
20004;两;0;0
20005;严;0;0
20006;並;0;0
20007;丧;0;0
20008;丨;0;0
20009;丩;0;0
20010;个;0;0
20011;丫;0;0
20012;丬;0;0
20013;中;0;0
20014;丮;0;0
20015;丯;0;0
20016;丰;0;0
20017;丱;0;0
20018;串;0;0
20019;丳;0;0
20020;临;0;0
20021;丵;0;0
20022;丶;0;0
20023;丷;0;0
20024;丸;0;0
20025;丹;0;0
20026;为;0;0
20027;主;0;0
20028;丼;0;0
20029;丽;0;0
20030;举;0;0
20031;丿;0;0
20032;乀;0;0
20033;乁;0;0
20034;乂;0;0
20035;乃;0;0
20036;乄;0;0
20037;久;0;0
20038;乆;0;0
20039;乇;0;0
20040;么;0;0
20041;义;0;0
20042;乊;0;0
20043;之;0;0
20044;乌;0;0
20045;乍;0;0
20046;乎;0;0
20047;乏;0;0
20048;乐;0;0
20049;乑;0;0
20050;乒;0;0
20051;乓;0;0
20052;乔;0;0
20053;乕;0;0
20054;乖;0;0
20055;乗;0;0
20056;乘;0;0
20057;乙;0;0
20058;乚;0;0
20059;乛;0;0
20060;乜;0;0
20061;九;0;0
20062;乞;0;0
20063;也;0;0
20064;习;0;0
20065;乡;0;0
20066;乢;0;0
20067;乣;0;0
20068;乤;0;0
20069;乥;0;0
20070;书;0;0
20071;乧;0;0
20072;乨;0;0
20073;乩;0;0
20074;乪;0;0
20075;乫;0;0
20076;乬;0;0
20077;乭;0;0
20078;乮;0;0
20079;乯;0;0
20080;买;0;0
20081;乱;0;0
20082;乲;0;0
20083;乳;0;0
20084;乴;0;0
20085;乵;0;0
20086;乶;0;0
20087;乷;0;0
20088;乸;0;0
20089;乹;0;0
20090;乺;0;0
20091;乻;0;0
20092;乼;0;0
20093;乽;0;0
20094;乾;0;0
20095;乿;0;0
20096;亀;0;0
20097;亁;0;0
20098;亂;0;0
20099;亃;0;0
20100;亄;0;0
20101;亅;0;0
20102;了;0;0
20103;亇;0;0
20104;予;0;0
20105;争;0;0
20106;亊;0;0
20107;事;0;0
20108;二;0;0
20109;亍;0;0
20110;于;0;0
20111;亏;0;0
20112;亐;0;0
20113;云;0;0
20114;互;0;0
20115;亓;0;0
20116;五;0;0
20117;井;0;0
20118;亖;0;0
20119;亗;0;0
20120;亘;0;0
20121;亙;0;0
20122;亚;0;0
20123;些;0;0
20124;亜;0;0
20125;亝;0;0
20126;亞;0;0
20127;亟;0;0
20128;亠;0;0
20129;亡;0;0
20130;亢;0;0
20131;亣;0;0
20132;交;0;0
20133;亥;0;0
20134;亦;0;0
20135;产;0;0
20136;亨;0;0
20137;亩;0;0
20138;亪;0;0
20139;享;0;0
20140;京;0;0
20141;亭;0;0
20142;亮;0;0
20143;亯;0;0
20144;亰;0;0
20145;亱;0;0
20146;亲;0;0
20147;亳;0;0
20148;亴;0;0
20149;亵;0;0
20150;亶;0;0
20151;亷;0;0
20152;亸;0;0
20153;亹;0;0
20154;人;0;0
20155;亻;0;0
20156;亼;0;0
20157;亽;0;0
20158;亾;0;0
20159;亿;0;0
20160;什;0;0
20161;仁;0;0
20162;仂;0;0
20163;仃;0;0
20164;仄;0;0
20165;仅;0;0
20166;仆;0;0
20167;仇;0;0
20168;仈;0;0
20169;仉;0;0
20170;今;0;0
20171;介;0;0
20172;仌;0;0
20173;仍;0;0
20174;从;0;0
20175;仏;0;0
20176;仐;0;0
20177;仑;0;0
20178;仒;0;0
20179;仓;0;0
20180;仔;0;0
20181;仕;0;0
20182;他;0;0
20183;仗;0;0
20184;付;0;0
20185;仙;0;0
20186;仚;0;0
20187;仛;0;0
20188;仜;0;0
20189;仝;0;0
20190;仞;0;0
20191;仟;0;0
20192;仠;0;0
20193;仡;0;0
20194;仢;0;0
20195;代;0;0
20196;令;0;0
20197;以;0;0
20198;仦;0;0
20199;仧;0;0
20200;仨;0;0
20201;仩;0;0
20202;仪;0;0
20203;仫;0;0
20204;们;0;0
20205;仭;0;0
20206;仮;0;0
20207;仯;0;0
20208;仰;0;0
20209;仱;0;0
20210;仲;0;0
20211;仳;0;0
20212;仴;0;0
20213;仵;0;0
20214;件;0;0
20215;价;0;0
20216;仸;0;0
20217;仹;0;0
20218;仺;0;0
20219;任;0;0
20220;仼;0;0
20221;份;0;0
20222;仾;0;0
20223;仿;0;0
20224;伀;0;0
20225;企;0;0
20226;伂;0;0
20227;伃;0;0
20228;伄;0;0
20229;伅;0;0
20230;伆;0;0
20231;伇;0;0
20232;伈;0;0
20233;伉;0;0
20234;伊;0;0
20235;伋;0;0
20236;伌;0;0
20237;伍;0;0
20238;伎;0;0
20239;伏;0;0
20240;伐;0;0
20241;休;0;0
20242;伒;0;0
20243;伓;0;0
20244;伔;0;0
20245;伕;0;0
20246;伖;0;0
20247;众;0;0
20248;优;0;0
20249;伙;0;0
20250;会;0;0
20251;伛;0;0
20252;伜;0;0
20253;伝;0;0
20254;伞;0;0
20255;伟;0;0
20256;传;0;0
20257;伡;0;0
20258;伢;0;0
20259;伣;0;0
20260;伤;0;0
20261;伥;0;0
20262;伦;0;0
20263;伧;0;0
20264;伨;0;0
20265;伩;0;0
20266;伪;0;0
20267;伫;0;0
20268;伬;0;0
20269;伭;0;0
20270;伮;0;0
20271;伯;0;0
20272;估;0;0
20273;伱;0;0
20274;伲;0;0
20275;伳;0;0
20276;伴;0;0
20277;伵;0;0
20278;伶;0;0
20279;伷;0;0
20280;伸;0;0
20281;伹;0;0
20282;伺;0;0
20283;伻;0;0
20284;似;0;0
20285;伽;0;0
20286;伾;0;0
20287;伿;0;0
20288;佀;0;0
20289;佁;0;0
20290;佂;0;0
20291;佃;0;0
20292;佄;0;0
20293;佅;0;0
20294;但;0;0
20295;佇;0;0
20296;佈;0;0
20297;佉;0;0
20298;佊;0;0
20299;佋;0;0
20300;佌;0;0
20301;位;0;0
20302;低;0;0
20303;住;0;0
20304;佐;0;0
20305;佑;0;0
20306;佒;0;0
20307;体;0;0
20308;佔;0;0
20309;何;0;0
20310;佖;0;0
20311;佗;0;0
20312;佘;0;0
20313;余;0;0
20314;佚;0;0
20315;佛;0;0
20316;作;0;0
20317;佝;0;0
20318;佞;0;0
20319;佟;0;0
20320;你;0;0
20321;佡;0;0
20322;佢;0;0
20323;佣;0;0
20324;佤;0;0
20325;佥;0;0
20326;佦;0;0
20327;佧;0;0
20328;佨;0;0
20329;佩;0;0
20330;佪;0;0
20331;佫;0;0
20332;佬;0;0
20333;佭;0;0
20334;佮;0;0
20335;佯;0;0
20336;佰;0;0
20337;佱;0;0
20338;佲;0;0
20339;佳;0;0
20340;佴;0;0
20341;併;0;0
20342;佶;0;0
20343;佷;0;0
20344;佸;0;0
20345;佹;0;0
20346;佺;0;0
20347;佻;0;0
20348;佼;0;0
20349;佽;0;0
20350;佾;0;0
20351;使;0;0
20352;侀;0;0
20353;侁;0;0
20354;侂;0;0
20355;侃;0;0
20356;侄;0;0
20357;侅;0;0
20358;來;0;0
20359;侇;0;0
20360;侈;0;0
20361;侉;0;0
20362;侊;0;0
20363;例;0;0
20364;侌;0;0
20365;侍;0;0
20366;侎;0;0
20367;侏;0;0
20368;侐;0;0
20369;侑;0;0
20370;侒;0;0
20371;侓;0;0
20372;侔;0;0
20373;侕;0;0
20374;侖;0;0
20375;侗;0;0
20376;侘;0;0
20377;侙;0;0
20378;侚;0;0
20379;供;0;0
20380;侜;0;0
20381;依;0;0
