codepoint;char;nameStartChar;nameChar
19971;七;1;1
19972;丄;1;1
19973;丅;1;1
19974;丆;1;1
19975;万;1;1
19976;丈;1;1
19977;三;1;1
19978;上;1;1
19979;下;1;1
19980;丌;1;1
19981;不;1;1
19982;与;1;1
19983;丏;1;1
19984;丐;1;1
19985;丑;1;1
19986;丒;1;1
19987;专;1;1
19988;且;1;1
19989;丕;1;1
19990;世;1;1
19991;丗;1;1
19992;丘;1;1
19993;丙;1;1
19994;业;1;1
19995;丛;1;1
19996;东;1;1
19997;丝;1;1
19998;丞;1;1
19999;丟;1;1
20000;丠;1;1
20001;両;1;1
20002;丢;1;1
20003;丣;1;1
20004;两;1;1
20005;严;1;1
20006;並;1;1
20007;丧;1;1
20008;丨;1;1
20009;丩;1;1
20010;个;1;1
20011;丫;1;1
20012;丬;1;1
20013;中;1;1
20014;丮;1;1
20015;丯;1;1
20016;丰;1;1
20017;丱;1;1
20018;串;1;1
20019;丳;1;1
20020;临;1;1
20021;丵;1;1
20022;丶;1;1
20023;丷;1;1
20024;丸;1;1
20025;丹;1;1
20026;为;1;1
20027;主;1;1
20028;丼;1;1
20029;丽;1;1
20030;举;1;1
20031;丿;1;1
20032;乀;1;1
20033;乁;1;1
20034;乂;1;1
20035;乃;1;1
20036;乄;1;1
20037;久;1;1
20038;乆;1;1
20039;乇;1;1
20040;么;1;1
20041;义;1;1
20042;乊;1;1
20043;之;1;1
20044;乌;1;1
20045;乍;1;1
20046;乎;1;1
20047;乏;1;1
20048;乐;1;1
20049;乑;1;1
20050;乒;1;1
20051;乓;1;1
20052;乔;1;1
20053;乕;1;1
20054;乖;1;1
20055;乗;1;1
20056;乘;1;1
20057;乙;1;1
20058;乚;1;1
20059;乛;1;1
20060;乜;1;1
20061;九;1;1
20062;乞;1;1
20063;也;1;1
20064;习;1;1
20065;乡;1;1
20066;乢;1;1
20067;乣;1;1
20068;乤;1;1
20069;乥;1;1
20070;书;1;1
20071;乧;1;1
20072;乨;1;1
20073;乩;1;1
20074;乪;1;1
20075;乫;1;1
20076;乬;1;1
20077;乭;1;1
20078;乮;1;1
20079;乯;1;1
20080;买;1;1
20081;乱;1;1
20082;乲;1;1
20083;乳;1;1
20084;乴;1;1
20085;乵;1;1
20086;乶;1;1
20087;乷;1;1
20088;乸;1;1
20089;乹;1;1
20090;乺;1;1
20091;乻;1;1
20092;乼;1;1
20093;乽;1;1
20094;乾;1;1
20095;乿;1;1
20096;亀;1;1
20097;亁;1;1
20098;亂;1;1
20099;亃;1;1
20100;亄;1;1
20101;亅;1;1
20102;了;1;1
20103;亇;1;1
20104;予;1;1
20105;争;1;1
20106;亊;1;1
20107;事;1;1
20108;二;1;1
20109;亍;1;1
20110;于;1;1
20111;亏;1;1
20112;亐;1;1
20113;云;1;1
20114;互;1;1
20115;亓;1;1
20116;五;1;1
20117;井;1;1
20118;亖;1;1
20119;亗;1;1
20120;亘;1;1
20121;亙;1;1
20122;亚;1;1
20123;些;1;1
20124;亜;1;1
20125;亝;1;1
20126;亞;1;1
20127;亟;1;1
20128;亠;1;1
20129;亡;1;1
20130;亢;1;1
20131;亣;1;1
20132;交;1;1
20133;亥;1;1
20134;亦;1;1
20135;产;1;1
20136;亨;1;1
20137;亩;1;1
20138;亪;1;1
20139;享;1;1
20140;京;1;1
20141;亭;1;1
20142;亮;1;1
20143;亯;1;1
20144;亰;1;1
20145;亱;1;1
20146;亲;1;1
20147;亳;1;1
20148;亴;1;1
20149;亵;1;1
20150;亶;1;1
20151;亷;1;1
20152;亸;1;1
20153;亹;1;1
20154;人;1;1
20155;亻;1;1
20156;亼;1;1
20157;亽;1;1
20158;亾;1;1
20159;亿;1;1
20160;什;1;1
20161;仁;1;1
20162;仂;1;1
20163;仃;1;1
20164;仄;1;1
20165;仅;1;1
20166;仆;1;1
20167;仇;1;1
20168;仈;1;1
20169;仉;1;1
20170;今;1;1
20171;介;1;1
20172;仌;1;1
20173;仍;1;1
20174;从;1;1
20175;仏;1;1
20176;仐;1;1
20177;仑;1;1
20178;仒;1;1
20179;仓;1;1
20180;仔;1;1
20181;仕;1;1
20182;他;1;1
20183;仗;1;1
20184;付;1;1
20185;仙;1;1
20186;仚;1;1
20187;仛;1;1
20188;仜;1;1
20189;仝;1;1
20190;仞;1;1
20191;仟;1;1
20192;仠;1;1
20193;仡;1;1
20194;仢;1;1
20195;代;1;1
20196;令;1;1
20197;以;1;1
20198;仦;1;1
20199;仧;1;1
20200;仨;1;1
20201;仩;1;1
20202;仪;1;1
20203;仫;1;1
20204;们;1;1
20205;仭;1;1
20206;仮;1;1
20207;仯;1;1
20208;仰;1;1
20209;仱;1;1
20210;仲;1;1
20211;仳;1;1
20212;仴;1;1
20213;仵;1;1
20214;件;1;1
20215;价;1;1
20216;仸;1;1
20217;仹;1;1
20218;仺;1;1
20219;任;1;1
20220;仼;1;1
20221;份;1;1
20222;仾;1;1
20223;仿;1;1
20224;伀;1;1
20225;企;1;1
20226;伂;1;1
20227;伃;1;1
20228;伄;1;1
20229;伅;1;1
20230;伆;1;1
20231;伇;1;1
20232;伈;1;1
20233;伉;1;1
20234;伊;1;1
20235;伋;1;1
20236;伌;1;1
20237;伍;1;1
20238;伎;1;1
20239;伏;1;1
20240;伐;1;1
20241;休;1;1
20242;伒;1;1
20243;伓;1;1
20244;伔;1;1
20245;伕;1;1
20246;伖;1;1
20247;众;1;1
20248;优;1;1
20249;伙;1;1
20250;会;1;1
20251;伛;1;1
20252;伜;1;1
20253;伝;1;1
20254;伞;1;1
20255;伟;1;1
20256;传;1;1
20257;伡;1;1
20258;伢;1;1
20259;伣;1;1
20260;伤;1;1
20261;伥;1;1
20262;伦;1;1
20263;伧;1;1
20264;伨;1;1
20265;伩;1;1
20266;伪;1;1
20267;伫;1;1
20268;伬;1;1
20269;伭;1;1
20270;伮;1;1
20271;伯;1;1
20272;估;1;1
20273;伱;1;1
20274;伲;1;1
20275;伳;1;1
20276;伴;1;1
20277;伵;1;1
20278;伶;1;1
20279;伷;1;1
20280;伸;1;1
20281;伹;1;1
20282;伺;1;1
20283;伻;1;1
20284;似;1;1
20285;伽;1;1
20286;伾;1;1
20287;伿;1;1
20288;佀;1;1
20289;佁;1;1
20290;佂;1;1
20291;佃;1;1
20292;佄;1;1
20293;佅;1;1
20294;但;1;1
20295;佇;1;1
20296;佈;1;1
20297;佉;1;1
20298;佊;1;1
20299;佋;1;1
20300;佌;1;1
20301;位;1;1
20302;低;1;1
20303;住;1;1
20304;佐;1;1
20305;佑;1;1
20306;佒;1;1
20307;体;1;1
20308;佔;1;1
20309;何;1;1
20310;佖;1;1
20311;佗;1;1
20312;佘;1;1
20313;余;1;1
20314;佚;1;1
20315;佛;1;1
20316;作;1;1
20317;佝;1;1
20318;佞;1;1
20319;佟;1;1
20320;你;1;1
20321;佡;1;1
20322;佢;1;1
20323;佣;1;1
20324;佤;1;1
20325;佥;1;1
20326;佦;1;1
20327;佧;1;1
20328;佨;1;1
20329;佩;1;1
20330;佪;1;1
20331;佫;1;1
20332;佬;1;1
20333;佭;1;1
20334;佮;1;1
20335;佯;1;1
20336;佰;1;1
20337;佱;1;1
20338;佲;1;1
20339;佳;1;1
20340;佴;1;1
20341;併;1;1
20342;佶;1;1
20343;佷;1;1
20344;佸;1;1
20345;佹;1;1
20346;佺;1;1
20347;佻;1;1
20348;佼;1;1
20349;佽;1;1
20350;佾;1;1
20351;使;1;1
20352;侀;1;1
20353;侁;1;1
20354;侂;1;1
20355;侃;1;1
20356;侄;1;1
20357;侅;1;1
20358;來;1;1
20359;侇;1;1
20360;侈;1;1
20361;侉;1;1
20362;侊;1;1
20363;例;1;1
20364;侌;1;1
20365;侍;1;1
20366;侎;1;1
20367;侏;1;1
20368;侐;1;1
20369;侑;1;1
20370;侒;1;1
20371;侓;1;1
20372;侔;1;1
20373;侕;1;1
20374;侖;1;1
20375;侗;1;1
20376;侘;1;1
20377;侙;1;1
20378;侚;1;1
20379;供;1;1
20380;侜;1;1
20381;依;1;1
20382;侞;1;1
20383;侟;1;1
20384;侠;1;1
20385;価;1;1
20386;侢;1;1
20387;侣;1;1
20388;侤;1;1
20389;侥;1;1
20390;侦;1;1
20391;侧;1;1
20392;侨;1;1
20393;侩;1;1
20394;侪;1;1
20395;侫;1;1
20396;侬;1;1
20397;侭;1;1
20398;侮;1;1
20399;侯;1;1
20400;侰;1;1
20401;侱;1;1
20402;侲;1;1
20403;侳;1;1
20404;侴;1;1
20405;侵;1;1
20406;侶;1;1
20407;侷;1;1
20408;侸;1;1
20409;侹;1;1
20410;侺;1;1
20411;侻;1;1
20412;侼;1;1
20413;侽;1;1
20414;侾;1;1
20415;便;1;1
20416;俀;1;1
20417;俁;1;1
20418;係;1;1
20419;促;1;1
20420;俄;1;1
20421;俅;1;1
20422;俆;1;1
20423;俇;1;1
20424;俈;1;1
20425;俉;1;1
20426;俊;1;1
20427;俋;1;1
20428;俌;1;1
20429;俍;1;1
20430;俎;1;1
20431;俏;1;1
20432;俐;1;1
20433;俑;1;1
20434;俒;1;1
20435;俓;1;1
20436;俔;1;1
20437;俕;1;1
20438;俖;1;1
20439;俗;1;1
20440;俘;1;1
20441;俙;1;1
20442;俚;1;1
20443;俛;1;1
20444;俜;1;1
20445;保;1;1
20446;俞;1;1
20447;俟;1;1
20448;俠;1;1
20449;信;1;1
20450;俢;1;1
20451;俣;1;1
20452;俤;1;1
20453;俥;1;1
20454;俦;1;1
20455;俧;1;1
20456;俨;1;1
20457;俩;1;1
20458;俪;1;1
20459;俫;1;1
20460;俬;1;1
20461;俭;1;1
20462;修;1;1
20463;俯;1;1
20464;俰;1;1
20465;俱;1;1
20466;俲;1;1
20467;俳;1;1
20468;俴;1;1
20469;俵;1;1
20470;俶;1;1
20471;俷;1;1
20472;俸;1;1
20473;俹;1;1
20474;俺;1;1
20475;俻;1;1
20476;俼;1;1
20477;俽;1;1
20478;俾;1;1
20479;俿;1;1
20480;倀;1;1
20481;倁;1;1
20482;倂;1;1
20483;倃;1;1
20484;倄;1;1
20485;倅;1;1
20486;倆;1;1
20487;倇;1;1
20488;倈;1;1
20489;倉;1;1
20490;倊;1;1
20491;個;1;1
20492;倌;1;1
20493;倍;1;1
20494;倎;1;1
20495;倏;1;1
20496;倐;1;1
20497;們;1;1
20498;倒;1;1
20499;倓;1;1
20500;倔;1;1
20501;倕;1;1
20502;倖;1;1
20503;倗;1;1
20504;倘;1;1
20505;候;1;1
20506;倚;1;1
20507;倛;1;1
20508;倜;1;1
20509;倝;1;1
20510;倞;1;1
20511;借;1;1
20512;倠;1;1
20513;倡;1;1
20514;倢;1;1
20515;倣;1;1
20516;値;1;1
20517;倥;1;1
20518;倦;1;1
20519;倧;1;1
20520;倨;1;1
20521;倩;1;1
20522;倪;1;1
20523;倫;1;1
20524;倬;1;1
20525;倭;1;1
20526;倮;1;1
20527;倯;1;1
20528;倰;1;1
20529;倱;1;1
20530;倲;1;1
20531;倳;1;1
20532;倴;1;1
20533;倵;1;1
20534;倶;1;1
20535;倷;1;1
20536;倸;1;1
20537;倹;1;1
20538;债;1;1
20539;倻;1;1
20540;值;1;1
20541;倽;1;1
20542;倾;1;1
20543;倿;1;1
20544;偀;1;1
20545;偁;1;1
20546;偂;1;1
20547;偃;1;1
20548;偄;1;1
20549;偅;1;1
20550;偆;1;1
20551;假;1;1
20552;偈;1;1
20553;偉;1;1
20554;偊;1;1
20555;偋;1;1
20556;偌;1;1
20557;偍;1;1
20558;偎;1;1
20559;偏;1;1
20560;偐;1;1
20561;偑;1;1
20562;偒;1;1
20563;偓;1;1
20564;偔;1;1
20565;偕;1;1
20566;偖;1;1
20567;偗;1;1
20568;偘;1;1
20569;偙;1;1
20570;做;1;1
20571;偛;1;1
20572;停;1;1
20573;偝;1;1
20574;偞;1;1
20575;偟;1;1
20576;偠;1;1
20577;偡;1;1
20578;偢;1;1
20579;偣;1;1
20580;偤;1;1
20581;健;1;1
20582;偦;1;1
20583;偧;1;1
20584;偨;1;1
20585;偩;1;1
20586;偪;1;1
20587;偫;1;1
20588;偬;1;1
20589;偭;1;1
20590;偮;1;1
20591;偯;1;1
20592;偰;1;1
20593;偱;1;1
20594;偲;1;1
20595;偳;1;1
20596;側;1;1
20597;偵;1;1
20598;偶;1;1
20599;偷;1;1
20600;偸;1;1
20601;偹;1;1
20602;偺;1;1
20603;偻;1;1
20604;偼;1;1
20605;偽;1;1
20606;偾;1;1
20607;偿;1;1
20608;傀;1;1
20609;傁;1;1
20610;傂;1;1
20611;傃;1;1
20612;傄;1;1
20613;傅;1;1
20614;傆;1;1
20615;傇;1;1
20616;傈;1;1
20617;傉;1;1
20618;傊;1;1
20619;傋;1;1
20620;傌;1;1
20621;傍;1;1
20622;傎;1;1
20623;傏;1;1
20624;傐;1;1
20625;傑;1;1
20626;傒;1;1
20627;傓;1;1
20628;傔;1;1
20629;傕;1;1
20630;傖;1;1
20631;傗;1;1
20632;傘;1;1
20633;備;1;1
20634;傚;1;1
20635;傛;1;1
20636;傜;1;1
20637;傝;1;1
20638;傞;1;1
20639;傟;1;1
20640;傠;1;1
20641;傡;1;1
20642;傢;1;1
20643;傣;1;1
20644;傤;1;1
20645;傥;1;1
20646;傦;1;1
20647;傧;1;1
20648;储;1;1
20649;傩;1;1
20650;傪;1;1
20651;傫;1;1
20652;催;1;1
20653;傭;1;1
20654;傮;1;1
20655;傯;1;1
20656;傰;1;1
20657;傱;1;1
20658;傲;1;1
20659;傳;1;1
20660;傴;1;1
20661;債;1;1
20662;傶;1;1
20663;傷;1;1
20664;傸;1;1
20665;傹;1;1
20666;傺;1;1
20667;傻;1;1
20668;傼;1;1
20669;傽;1;1
20670;傾;1;1
20671;傿;1;1
20672;僀;1;1
20673;僁;1;1
20674;僂;1;1
20675;僃;1;1
20676;僄;1;1
20677;僅;1;1
20678;僆;1;1
20679;僇;1;1
20680;僈;1;1
20681;僉;1;1
20682;僊;1;1
20683;僋;1;1
20684;僌;1;1
20685;働;1;1
20686;僎;1;1
20687;像;1;1
20688;僐;1;1
20689;僑;1;1
20690;僒;1;1
20691;僓;1;1
20692;僔;1;1
20693;僕;1;1
20694;僖;1;1
20695;僗;1;1
20696;僘;1;1
20697;僙;1;1
20698;僚;1;1
20699;僛;1;1
20700;僜;1;1
20701;僝;1;1
20702;僞;1;1
20703;僟;1;1
20704;僠;1;1
20705;僡;1;1
20706;僢;1;1
20707;僣;1;1
20708;僤;1;1
20709;僥;1;1
20710;僦;1;1
20711;僧;1;1
20712;僨;1;1
20713;僩;1;1
20714;僪;1;1
20715;僫;1;1
20716;僬;1;1
20717;僭;1;1
20718;僮;1;1
20719;僯;1;1
20720;僰;1;1
20721;僱;1;1
20722;僲;1;1
20723;僳;1;1
20724;僴;1;1
20725;僵;1;1
20726;僶;1;1
20727;僷;1;1
20728;僸;1;1
20729;價;1;1
20730;僺;1;1
20731;僻;1;1
20732;僼;1;1
20733;僽;1;1
20734;僾;1;1
20735;僿;1;1
20736;儀;1;1
20737;儁;1;1
20738;儂;1;1
20739;儃;1;1
20740;億;1;1
20741;儅;1;1
20742;儆;1;1
20743;儇;1;1
20744;儈;1;1
20745;儉;1;1
20746;儊;1;1
20747;儋;1;1
20748;儌;1;1
20749;儍;1;1
20750;儎;1;1
20751;儏;1;1
20752;儐;1;1
20753;儑;1;1
20754;儒;1;1
20755;儓;1;1
20756;儔;1;1
20757;儕;1;1
20758;儖;1;1
20759;儗;1;1
20760;儘;1;1
20761;儙;1;1
20762;儚;1;1
20763;儛;1;1
20764;儜;1;1
20765;儝;1;1
20766;儞;1;1
20767;償;1;1
20768;儠;1;1
20769;儡;1;1
20770;儢;1;1
20771;儣;1;1
20772;儤;1;1
20773;儥;1;1
20774;儦;1;1
20775;儧;1;1
20776;儨;1;1
20777;儩;1;1
20778;優;1;1
20779;儫;1;1
20780;儬;1;1
20781;儭;1;1
20782;儮;1;1
20783;儯;1;1
20784;儰;1;1
20785;儱;1;1
20786;儲;1;1
20787;儳;1;1
20788;儴;1;1
20789;儵;1;1
20790;儶;1;1
20791;儷;1;1
20792;儸;1;1
20793;儹;1;1
20794;儺;1;1
20795;儻;1;1
20796;儼;1;1
20797;儽;1;1
20798;儾;1;1
20799;儿;1;1
20800;兀;1;1
20801;允;1;1
20802;兂;1;1
20803;元;1;1
20804;兄;1;1
20805;充;1;1
20806;兆;1;1
20807;兇;1;1
20808;先;1;1
20809;光;1;1
20810;兊;1;1
20811;克;1;1
20812;兌;1;1
20813;免;1;1
20814;兎;1;1
20815;兏;1;1
20816;児;1;1
20817;兑;1;1
20818;兒;1;1
20819;兓;1;1
20820;兔;1;1
20821;兕;1;1
20822;兖;1;1
20823;兗;1;1
20824;兘;1;1
20825;兙;1;1
20826;党;1;1
20827;兛;1;1
20828;兜;1;1
20829;兝;1;1
20830;兞;1;1
20831;兟;1;1
20832;兠;1;1
20833;兡;1;1
20834;兢;1;1
20835;兣;1;1
20836;兤;1;1
20837;入;1;1
20838;兦;1;1
20839;內;1;1
20840;全;1;1
20841;兩;1;1
20842;兪;1;1
20843;八;1;1
20844;公;1;1
20845;六;1;1
20846;兮;1;1
20847;兯;1;1
20848;兰;1;1
20849;共;1;1
20850;兲;1;1
20851;关;1;1
20852;兴;1;1
20853;兵;1;1
20854;其;1;1
20855;具;1;1
20856;典;1;1
20857;兹;1;1
20858;兺;1;1
20859;养;1;1
20860;兼;1;1
20861;兽;1;1
20862;兾;1;1
20863;兿;1;1
20864;冀;1;1
20865;冁;1;1
20866;冂;1;1
20867;冃;1;1
20868;冄;1;1
20869;内;1;1
20870;円;1;1
20871;冇;1;1
20872;冈;1;1
20873;冉;1;1
20874;冊;1;1
20875;冋;1;1
20876;册;1;1
20877;再;1;1
20878;冎;1;1
20879;冏;1;1
20880;冐;1;1
20881;冑;1;1
20882;冒;1;1
20883;冓;1;1
20884;冔;1;1
20885;冕;1;1
20886;冖;1;1
20887;冗;1;1
20888;冘;1;1
20889;写;1;1
20890;冚;1;1
20891;军;1;1
20892;农;1;1
20893;冝;1;1
20894;冞;1;1
20895;冟;1;1
20896;冠;1;1
20897;冡;1;1
20898;冢;1;1
20899;冣;1;1
20900;冤;1;1
20901;冥;1;1
20902;冦;1;1
20903;冧;1;1
20904;冨;1;1
20905;冩;1;1
20906;冪;1;1
20907;冫;1;1
20908;冬;1;1
20909;冭;1;1
20910;冮;1;1
20911;冯;1;1
20912;冰;1;1
20913;冱;1;1
20914;冲;1;1
20915;决;1;1
20916;冴;1;1
20917;况;1;1
20918;冶;1;1
20919;冷;1;1
20920;冸;1;1
20921;冹;1;1
20922;冺;1;1
20923;冻;1;1
20924;冼;1;1
20925;冽;1;1
20926;冾;1;1
20927;冿;1;1
20928;净;1;1
20929;凁;1;1
20930;凂;1;1
20931;凃;1;1
20932;凄;1;1
20933;凅;1;1
20934;准;1;1
20935;凇;1;1
20936;凈;1;1
20937;凉;1;1
20938;凊;1;1
20939;凋;1;1
20940;凌;1;1
20941;凍;1;1
20942;凎;1;1
20943;减;1;1
20944;凐;1;1
20945;凑;1;1
20946;凒;1;1
20947;凓;1;1
20948;凔;1;1
20949;凕;1;1
20950;凖;1;1
20951;凗;1;1
20952;凘;1;1
20953;凙;1;1
20954;凚;1;1
20955;凛;1;1
20956;凜;1;1
20957;凝;1;1
20958;凞;1;1
20959;凟;1;1
20960;几;1;1
20961;凡;1;1
20962;凢;1;1
20963;凣;1;1
20964;凤;1;1
20965;凥;1;1
20966;処;1;1
20967;凧;1;1
20968;凨;1;1
20969;凩;1;1
20970;凪;1;1
20971;凫;1;1
20972;凬;1;1
20973;凭;1;1
20974;凮;1;1
20975;凯;1;1
20976;凰;1;1
20977;凱;1;1
20978;凲;1;1
20979;凳;1;1
20980;凴;1;1
20981;凵;1;1
20982;凶;1;1
20983;凷;1;1
20984;凸;1;1
20985;凹;1;1
20986;出;1;1
20987;击;1;1
20988;凼;1;1
20989;函;1;1
20990;凾;1;1
20991;凿;1;1
20992;刀;1;1
20993;刁;1;1
20994;刂;1;1
20995;刃;1;1
20996;刄;1;1
20997;刅;1;1
20998;分;1;1
20999;切;1;1
21000;刈;1;1
21001;刉;1;1
21002;刊;1;1
21003;刋;1;1
21004;刌;1;1
21005;刍;1;1
21006;刎;1;1
21007;刏;1;1
21008;刐;1;1
21009;刑;1;1
21010;划;1;1
21011;刓;1;1
21012;刔;1;1
21013;刕;1;1
21014;刖;1;1
21015;列;1;1
21016;刘;1;1
21017;则;1;1
21018;刚;1;1
21019;创;1;1
21020;刜;1;1
21021;初;1;1
21022;刞;1;1
21023;刟;1;1
21024;删;1;1
21025;刡;1;1
21026;刢;1;1
21027;刣;1;1
21028;判;1;1
21029;別;1;1
21030;刦;1;1
21031;刧;1;1
21032;刨;1;1
21033;利;1;1
21034;刪;1;1
21035;别;1;1
21036;刬;1;1
21037;刭;1;1
21038;刮;1;1
21039;刯;1;1
21040;到;1;1
21041;刱;1;1
21042;刲;1;1
21043;刳;1;1
21044;刴;1;1
21045;刵;1;1
21046;制;1;1
21047;刷;1;1
21048;券;1;1
21049;刹;1;1
21050;刺;1;1
21051;刻;1;1
21052;刼;1;1
21053;刽;1;1
21054;刾;1;1
21055;刿;1;1
21056;剀;1;1
21057;剁;1;1
21058;剂;1;1
21059;剃;1;1
21060;剄;1;1
21061;剅;1;1
21062;剆;1;1
21063;則;1;1
21064;剈;1;1
21065;剉;1;1
21066;削;1;1
21067;剋;1;1
21068;剌;1;1
21069;前;1;1
21070;剎;1;1
21071;剏;1;1
21072;剐;1;1
21073;剑;1;1
21074;剒;1;1
21075;剓;1;1
21076;剔;1;1
21077;剕;1;1
21078;剖;1;1
21079;剗;1;1
21080;剘;1;1
21081;剙;1;1
21082;剚;1;1
21083;剛;1;1
21084;剜;1;1
21085;剝;1;1
21086;剞;1;1
21087;剟;1;1
21088;剠;1;1
21089;剡;1;1
21090;剢;1;1
21091;剣;1;1
21092;剤;1;1
21093;剥;1;1
21094;剦;1;1
21095;剧;1;1
21096;剨;1;1
21097;剩;1;1
21098;剪;1;1
21099;剫;1;1
21100;剬;1;1
21101;剭;1;1
21102;剮;1;1
21103;副;1;1
21104;剰;1;1
21105;剱;1;1
21106;割;1;1
21107;剳;1;1
21108;剴;1;1
21109;創;1;1
21110;剶;1;1
21111;剷;1;1
21112;剸;1;1
21113;剹;1;1
21114;剺;1;1
21115;剻;1;1
21116;剼;1;1
21117;剽;1;1
21118;剾;1;1
21119;剿;1;1
21120;劀;1;1
21121;劁;1;1
21122;劂;1;1
21123;劃;1;1
21124;劄;1;1
21125;劅;1;1
21126;劆;1;1
21127;劇;1;1
21128;劈;1;1
21129;劉;1;1
21130;劊;1;1
21131;劋;1;1
21132;劌;1;1
21133;劍;1;1
21134;劎;1;1
21135;劏;1;1
21136;劐;1;1
21137;劑;1;1
21138;劒;1;1
21139;劓;1;1
21140;劔;1;1
21141;劕;1;1
21142;劖;1;1
21143;劗;1;1
21144;劘;1;1
21145;劙;1;1
21146;劚;1;1
21147;力;1;1
21148;劜;1;1
21149;劝;1;1
21150;办;1;1
21151;功;1;1
21152;加;1;1
21153;务;1;1
21154;劢;1;1
21155;劣;1;1
21156;劤;1;1
21157;劥;1;1
21158;劦;1;1
21159;劧;1;1
21160;动;1;1
21161;助;1;1
21162;努;1;1
21163;劫;1;1
21164;劬;1;1
21165;劭;1;1
21166;劮;1;1
21167;劯;1;1
21168;劰;1;1
21169;励;1;1
21170;劲;1;1
21171;劳;1;1
21172;労;1;1
21173;劵;1;1
21174;劶;1;1
21175;劷;1;1
21176;劸;1;1
21177;効;1;1
21178;劺;1;1
21179;劻;1;1
21180;劼;1;1
21181;劽;1;1
21182;劾;1;1
21183;势;1;1
21184;勀;1;1
21185;勁;1;1
21186;勂;1;1
21187;勃;1;1
21188;勄;1;1
21189;勅;1;1
21190;勆;1;1
21191;勇;1;1
21192;勈;1;1
21193;勉;1;1
21194;勊;1;1
21195;勋;1;1
21196;勌;1;1
21197;勍;1;1
21198;勎;1;1
21199;勏;1;1
21200;勐;1;1
21201;勑;1;1
21202;勒;1;1
21203;勓;1;1
21204;勔;1;1
21205;動;1;1
21206;勖;1;1
21207;勗;1;1
21208;勘;1;1
21209;務;1;1
21210;勚;1;1
21211;勛;1;1
21212;勜;1;1
21213;勝;1;1
21214;勞;1;1
21215;募;1;1
21216;勠;1;1
21217;勡;1;1
21218;勢;1;1
21219;勣;1;1
21220;勤;1;1
21221;勥;1;1
21222;勦;1;1
21223;勧;1;1
21224;勨;1;1
21225;勩;1;1
21226;勪;1;1
21227;勫;1;1
21228;勬;1;1
21229;勭;1;1
21230;勮;1;1
21231;勯;1;1
21232;勰;1;1
21233;勱;1;1
21234;勲;1;1
21235;勳;1;1
21236;勴;1;1
21237;勵;1;1
21238;勶;1;1
21239;勷;1;1
21240;勸;1;1
21241;勹;1;1
21242;勺;1;1
21243;勻;1;1
21244;勼;1;1
21245;勽;1;1
21246;勾;1;1
21247;勿;1;1
21248;匀;1;1
21249;匁;1;1
21250;匂;1;1
21251;匃;1;1
21252;匄;1;1
21253;包;1;1
21254;匆;1;1
21255;匇;1;1
21256;匈;1;1
21257;匉;1;1
21258;匊;1;1
21259;匋;1;1
21260;匌;1;1
21261;匍;1;1
21262;匎;1;1
21263;匏;1;1
21264;匐;1;1
21265;匑;1;1
21266;匒;1;1
21267;匓;1;1
21268;匔;1;1
21269;匕;1;1
21270;化;1;1
21271;北;1;1
21272;匘;1;1
21273;匙;1;1
21274;匚;1;1
21275;匛;1;1
21276;匜;1;1
21277;匝;1;1
21278;匞;1;1
21279;匟;1;1
21280;匠;1;1
21281;匡;1;1
21282;匢;1;1
21283;匣;1;1
21284;匤;1;1
21285;匥;1;1
21286;匦;1;1
21287;匧;1;1
21288;匨;1;1
21289;匩;1;1
21290;匪;1;1
21291;匫;1;1
21292;匬;1;1
21293;匭;1;1
21294;匮;1;1
21295;匯;1;1
21296;匰;1;1
21297;匱;1;1
21298;匲;1;1
21299;匳;1;1
21300;匴;1;1
21301;匵;1;1
21302;匶;1;1
21303;匷;1;1
21304;匸;1;1
21305;匹;1;1
21306;区;1;1
21307;医;1;1
21308;匼;1;1
21309;匽;1;1
21310;匾;1;1
21311;匿;1;1
21312;區;1;1
21313;十;1;1
21314;卂;1;1
21315;千;1;1
21316;卄;1;1
21317;卅;1;1
21318;卆;1;1
21319;升;1;1
21320;午;1;1
21321;卉;1;1
21322;半;1;1
21323;卋;1;1
21324;卌;1;1
21325;卍;1;1
21326;华;1;1
21327;协;1;1
21328;卐;1;1
21329;卑;1;1
21330;卒;1;1
21331;卓;1;1
21332;協;1;1
21333;单;1;1
21334;卖;1;1
21335;南;1;1
21336;単;1;1
21337;卙;1;1
21338;博;1;1
21339;卛;1;1
21340;卜;1;1
21341;卝;1;1
21342;卞;1;1
21343;卟;1;1
21344;占;1;1
21345;卡;1;1
21346;卢;1;1
21347;卣;1;1
21348;卤;1;1
21349;卥;1;1
21350;卦;1;1
21351;卧;1;1
21352;卨;1;1
21353;卩;1;1
21354;卪;1;1
21355;卫;1;1
21356;卬;1;1
21357;卭;1;1
21358;卮;1;1
21359;卯;1;1
21360;印;1;1
21361;危;1;1
21362;卲;1;1
21363;即;1;1
21364;却;1;1
21365;卵;1;1
21366;卶;1;1
21367;卷;1;1
21368;卸;1;1
21369;卹;1;1
21370;卺;1;1
21371;卻;1;1
21372;卼;1;1
21373;卽;1;1
21374;卾;1;1
21375;卿;1;1
21376;厀;1;1
21377;厁;1;1
21378;厂;1;1
21379;厃;1;1
21380;厄;1;1
21381;厅;1;1
21382;历;1;1
21383;厇;1;1
21384;厈;1;1
21385;厉;1;1
21386;厊;1;1
21387;压;1;1
21388;厌;1;1
21389;厍;1;1
